-0.57722604,-0.33680418,-0.38113037,0.062759325,-0.14892271,0.5410423,0.22481823,-0.40584195,0.47681588,-1.4978656,0
-0.51096886,-0.57002664,-0.6485948,0.82038337,1.471776,0.5169192,0.26036417,-0.4900936,-0.8154182,0.15312459,0
2.5682776,6.205858,2.615783,-1.8758831,-1.773241,2.044992,-1.4785364,-2.18303,1.8892242,0.84263515,0
-0.6947676,-0.6872593,-1.0294777,1.2820691,1.606608,0.53277105,-0.33351475,-0.35535914,-0.6588036,-1.0314627,0
0.5166221,0.47638378,0.7111571,-0.3475064,-0.28465962,-0.020200403,0.35308602,1.0366201,-0.88103914,2.1764266,0
-0.038385514,-0.0561861,0.17665145,-0.7566781,-0.7298767,0.932494,0.64007723,0.45925117,-0.9206898,0.5925342,0
-0.11810463,-0.26297712,0.44051865,-0.69705284,-0.57151693,0.21796897,0.5402121,0.49633303,-0.8755225,0.33813775,0
-0.6246014,-0.4590462,-0.57749665,0.23671201,0.024820538,0.57370037,0.19432731,-0.15263565,-1.0279958,0.57963437,0
1.014607,1.3265071,2.8121493,-1.6543396,-1.5895438,1.9371287,1.4608792,2.0615017,-0.8731473,0.7280624,0
-0.15315583,-0.38056406,-0.5214222,-0.23317903,-0.21136169,0.49128938,0.6535756,-0.33278733,-0.7574132,-1.2253077,0
0.22487263,0.42132416,1.0751119,-0.72659194,-0.8013648,-0.49953553,0.9223605,1.1293703,-0.67928404,1.7299114,0
-0.8118724,-0.3118445,-0.81787604,0.80889595,0.7116493,0.4975744,-0.33502066,-0.82501155,-0.620034,-0.4144266,0
-0.17982486,0.028837135,0.4635832,-0.8699115,-0.84299076,-0.2375977,-0.6115489,-0.6993903,-1.0444614,-0.20825724,0
-0.47371534,-0.52958095,-0.6972632,0.48834166,0.24018978,-0.21455048,-0.6396574,-0.4047664,0.5471911,-2.039834,0
0.17014186,0.59551877,0.7816204,0.4790423,0.28724524,0.31470147,-0.87104136,1.3723495,-0.741438,2.3919497,0
-0.56123596,0.015106302,-0.42154628,-0.3972853,-0.36791158,0.37929454,0.23839699,0.6202353,0.7811648,0.27175194,0
-0.40308183,-0.24498913,0.25600204,-0.51325375,-0.5027436,-0.0074800868,-0.5787442,0.5318064,-1.0493727,-0.03162093,0
-0.16425966,-0.33513075,-0.10456708,-0.21895649,-0.2050273,0.91719955,0.4474569,-0.62647974,0.4237567,-1.5829641,0
-0.16975257,-0.18500191,0.83938766,-0.7506609,-0.58147097,0.90537274,0.46199256,0.50635374,-0.72634387,-0.17442872,0
-0.20089713,-0.35673815,-0.39573088,-0.3808747,-0.3905344,0.31036058,0.52313125,0.5842722,-0.93455803,0.37452215,0
0.9062501,2.7091458,2.165495,-1.6537925,-1.5533472,-0.88471234,1.210932,2.8698125,-0.42231676,1.225695,0
0.77421033,-0.019201702,1.1292819,-0.7845762,-0.43849477,-0.9197553,0.9269959,-0.9151162,-0.9822921,1.4550413,0
0.8799918,-0.23487225,0.44009542,-0.9196904,-0.965154,-0.89664215,1.4524535,0.70660925,-0.9809896,1.0467036,0
-0.77581805,-0.7159638,-1.0337096,1.3980376,1.5812705,0.4493196,0.04712182,-0.109955244,0.58834356,-1.7081711,0
0.8022957,0.31364697,0.12650186,-0.35461769,-0.30818734,-0.23441552,1.1008333,-0.55666137,-0.88952476,1.989647,0
1.2767485,0.37909055,1.4843494,-1.3611363,-1.3244044,-0.72267735,1.5484303,-0.9745874,-0.9322211,1.3376584,0
-0.6141987,-0.15803628,-0.3967889,-0.05102104,-0.09734268,0.4623355,0.25093257,0.4547906,1.9113634,-1.1981164,0
